date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:24:34	8552/8552	---M-Z	200	added ('OK')	application/javascript	etag:%22b8c035b86a5f68d07e0f865295e90d0a-ssl-df%22	https://kuon.space/assets/js/common.min.js	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/js/common.min.js	(from https://kuon.space/)
23:24:37	51/51	---MCZ	200	added ('OK')	text/plain	date:Fri,%2007%20Oct%202022%2020:24:36%20GMT	https://fonts.googleapis.com/robots.txt		(from https://kuon.space/)
23:24:51	123361/123361	---M--	200	added ('OK')	image/jpeg	etag:%22f9dadcbe9ef96d76576c8aefdaeb8d69-ssl%22	https://kuon.space/assets/img/reile_top.jpg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/reile_top.jpg	(from https://kuon.space/reile.html)
23:25:19	121494/121494	---M--	200	added ('OK')	image/jpeg	etag:%22e647d849944ca65f5a0888d1262ac429-ssl%22	https://kuon.space/assets/img/reile_about.jpg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/reile_about.jpg	(from https://kuon.space/reile.html)
23:25:25	238144/238144	---M--	200	added ('OK')	image/png	etag:%22962457167e97f25adedc6b681e81eb07-ssl%22	https://kuon.space/assets/img/mockup.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/mockup.png	(from https://kuon.space/reile.html)
23:25:28	7975/7975	---MCZ	200	added ('OK')	image/svg+xml	etag:%2264c1941b7d06fd1a2d93ad66c06d4a9c-ssl-df%22	https://kuon.space/assets/img/design-skills.svg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/design-skills.svg	(from https://kuon.space/about.html)
23:25:29	10613/10613	---MCZ	200	added ('OK')	image/svg+xml	etag:%22ec14c9fb5099658d6154db956f72ffc6-ssl-df%22	https://kuon.space/assets/img/tech.svg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/tech.svg	(from https://kuon.space/about.html)
23:25:30	8478/8478	---MCZ	200	added ('OK')	image/svg+xml	etag:%22a3c45b84d375a49e4b650f44c069907d-ssl-df%22	https://kuon.space/assets/img/book-open.svg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/book-open.svg	(from https://kuon.space/about.html)
23:25:30	2220/2220	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e360149db525fbad7057c39ceb016683-ssl-df%22	https://kuon.space/assets/img/ai.svg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/ai.svg	(from https://kuon.space/about.html)
23:25:32	1124/1124	---MCZ	200	added ('OK')	image/svg+xml	etag:%22d9c6f3d912cbbe92317daf6ab0202088-ssl-df%22	https://kuon.space/assets/img/sketch.svg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/sketch.svg	(from https://kuon.space/about.html)
23:25:34	1051/1051	---MCZ	200	added ('OK')	image/svg+xml	etag:%22e7024f6998489b33e70930b8c7d448f3-ssl-df%22	https://kuon.space/assets/img/abstract.svg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/abstract.svg	(from https://kuon.space/about.html)
23:25:34	3341/3341	---M-Z	200	added ('OK')	image/svg+xml	etag:%22eddad946a40b51451f5146878aa01756-ssl-df%22	https://kuon.space/assets/img/ps.svg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/ps.svg	(from https://kuon.space/about.html)
23:25:35	6472/6472	---M--	200	added ('OK')	image/png	etag:%229b120172cae55e915900c80f556f8563-ssl%22	https://kuon.space/assets/img/flinto.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/flinto.png	(from https://kuon.space/about.html)
23:25:37	3641/3641	---MCZ	200	added ('OK')	image/svg+xml	etag:%2259ceb2e3806b443d4b67ce7a067c713f-ssl-df%22	https://kuon.space/assets/img/html.svg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/html.svg	(from https://kuon.space/about.html)
23:25:38	4955/4955	---MCZ	200	added ('OK')	image/svg+xml	etag:%22225cc5c442df1a19e44407f5e8251f91-ssl-df%22	https://kuon.space/assets/img/pug.svg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/pug.svg	(from https://kuon.space/about.html)
23:25:38	2643/2643	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f44296bbe5d1ccb07e2e5c32e80ec258-ssl-df%22	https://kuon.space/assets/img/wp.svg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/wp.svg	(from https://kuon.space/about.html)
23:25:40	7583/7583	---MCZ	200	added ('OK')	image/svg+xml	etag:%22b47395e5af62c2330427b226c6c74317-ssl-df%22	https://kuon.space/assets/img/sass.svg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/sass.svg	(from https://kuon.space/about.html)
23:25:40	1520/1520	---M-Z	200	added ('OK')	image/svg+xml	etag:%2243b850579f214c3d6ad73163edc9c9a2-ssl-df%22	https://kuon.space/assets/img/js.svg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/js.svg	(from https://kuon.space/about.html)
23:26:01	0/0	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Fri,%2007%20Oct%202022%2020:25:41%20GMT	https://kuon.space/favicon.ico	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/favicon.ico	(from https://kuon.space/)
23:26:01	0/0	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Fri,%2007%20Oct%202022%2020:25:41%20GMT	https://kuon.space/assets/js/jquery.fullPage.js	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/js/jquery.fullPage.js	(from https://kuon.space/)
23:26:02	0/0	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Fri,%2007%20Oct%202022%2020:25:42%20GMT	https://kuon.space/assets/js/parallax.js	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/js/parallax.js	(from https://kuon.space/)
23:26:02	0/0	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Fri,%2007%20Oct%202022%2020:25:42%20GMT	https://kuon.space/assets/img/mockup.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/mockup.png	(from https://kuon.space/reile.html)
23:26:02	0/0	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Fri,%2007%20Oct%202022%2020:25:42%20GMT	https://kuon.space/assets/img/reile_top.jpg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/reile_top.jpg	(from https://kuon.space/reile.html)
23:26:02	0/0	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Fri,%2007%20Oct%202022%2020:25:42%20GMT	https://kuon.space/assets/img/reile_about.jpg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/reile_about.jpg	(from https://kuon.space/reile.html)
23:26:02	193/193	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Fri,%2007%20Oct%202022%2020:25:41%20GMT	https://cdnjs.cloudflare.com/ajax/libs/animejs/2.2.0/anime.min.js	/home/tinsae/My%20Web%20Sites/p11112/cdnjs.cloudflare.com/ajax/libs/animejs/2.2.0/anime.min.js	(from https://kuon.space/)
23:26:02	86927/86927	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	/home/tinsae/My%20Web%20Sites/p11112/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://kuon.space/)
23:26:03	48536/48536	---MCZ	200	added ('OK')	application/octet-stream	etag:%2292e2d1338f2177212bbd9a940f768d58-ssl-df%22	https://kuon.space/assets/font/Futura-Med.eot	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/font/Futura-Med.eot	(from https://kuon.space/assets/css/common.css)
23:26:07	62160/62160	---M-Z	200	added ('OK')	application/font-woff	etag:%222f0e96950b3d4bfe1c749e318b6da2ec-ssl-df%22	https://kuon.space/assets/font/Futura-Boo.woff	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/font/Futura-Boo.woff	(from https://kuon.space/assets/css/common.css)
23:26:07	48626/48626	---MCZ	200	added ('OK')	application/octet-stream	etag:%22cd824ec22eea9ce86505707d6648aea9-ssl-df%22	https://kuon.space/assets/font/Futura-Boo.eot	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/font/Futura-Boo.eot	(from https://kuon.space/assets/css/common.css)
23:26:07	60400/60400	---MCZ	200	added ('OK')	application/font-woff	etag:%227202671ae3f3aa4e4cc19a974a7b1d92-ssl-df%22	https://kuon.space/assets/font/Futura-Med.woff	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/font/Futura-Med.woff	(from https://kuon.space/assets/css/common.css)
23:26:08	45564/45564	---MCZ	200	added ('OK')	application/octet-stream	etag:%2294f9b58807e034e2aeb879944732a8bd-ssl-df%22	https://kuon.space/assets/font/Futura-Bol.eot	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/font/Futura-Bol.eot	(from https://kuon.space/assets/css/common.css)
23:26:09	54912/54912	---MCZ	200	added ('OK')	application/font-woff	etag:%22fe7e010049f9f5568aad20d526321e0d-ssl-df%22	https://kuon.space/assets/font/Futura-Bol.woff	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/font/Futura-Bol.woff	(from https://kuon.space/assets/css/common.css)
23:26:10	46581/46581	---MCZ	200	added ('OK')	application/octet-stream	etag:%22bc20e274acaae3626f7b1beabff7c28a-ssl-df%22	https://kuon.space/assets/font/Futura-Dem.eot	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/font/Futura-Dem.eot	(from https://kuon.space/assets/css/common.css)
23:26:11	56964/56964	---MCZ	200	added ('OK')	application/font-woff	etag:%22e6a5daf01205ca6bc97e6431cf8c35eb-ssl-df%22	https://kuon.space/assets/font/Futura-Dem.woff	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/font/Futura-Dem.woff	(from https://kuon.space/assets/css/common.css)
23:26:12	189482/189482	---M--	200	added ('OK')	image/jpeg	etag:%22da38fe8f09e6bdec6677863f713292e3-ssl%22	https://kuon.space/assets/img/reile.jpg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/reile.jpg	(from https://kuon.space/assets/css/common.css)
23:26:16	64373/64373	---M--	200	added ('OK')	image/jpeg	etag:%228a3d204adcaa38f2bb4b48da3a95164d-ssl%22	https://kuon.space/assets/img/about.jpg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/about.jpg	(from https://kuon.space/assets/css/common.css)
23:26:16	5383/5383	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d0d12a61f86821415e02f2c53063f434-ssl-df%22	https://kuon.space/assets/img/moonlight.svg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/moonlight.svg	(from https://kuon.space/assets/css/common.css)
23:26:17	129690/129690	---M--	200	added ('OK')	image/jpeg	etag:%2207d4ea23ccae643031d28ceb031b8c17-ssl%22	https://kuon.space/assets/img/contact.jpg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/contact.jpg	(from https://kuon.space/assets/css/common.css)
23:26:23	11192/11192	UR-M--	200	added ('Partial%20Content')	image/png	etag:%229c4dcf191260ddf11de727032d7dd54c-ssl%22	https://kuon.space/apple-touch-icon.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/apple-touch-icon.png	(from https://kuon.space/)
23:26:23	107199/107199	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c15c758e798dd295b471b69ac409ef02%22	https://use.fontawesome.com/releases/v5.0.6/webfonts/fa-regular-400.svg	/home/tinsae/My%20Web%20Sites/p11112/use.fontawesome.com/releases/v5.0.6/webfonts/fa-regular-400.svg	(from https://use.fontawesome.com/releases/v5.0.6/css/all.css)
23:26:24	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_black_left.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/ribbons/awwwards_honorable_black_left.38.delayed	(from https://kuon.space/awwwards.css)
23:26:26	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_black_right.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/ribbons/awwwards_honorable_black_right.39.delayed	(from https://kuon.space/awwwards.css)
23:26:26	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_silver_left.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/ribbons/awwwards_honorable_silver_left.3a.delayed	(from https://kuon.space/awwwards.css)
23:26:27	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_silver_right.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/ribbons/awwwards_honorable_silver_right.3b.delayed	(from https://kuon.space/awwwards.css)
23:26:28	507478/507478	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fb0cbe85f42e49383ac4764fd3211e66%22	https://use.fontawesome.com/releases/v5.0.6/webfonts/fa-brands-400.svg	/home/tinsae/My%20Web%20Sites/p11112/use.fontawesome.com/releases/v5.0.6/webfonts/fa-brands-400.svg	(from https://use.fontawesome.com/releases/v5.0.6/css/all.css)
23:26:28	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_white_left.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/ribbons/awwwards_honorable_white_left.3c.delayed	(from https://kuon.space/awwwards.css)
23:26:28	207401/207401	---M--	200	added ('OK')	image/jpeg	etag:%22878a9aab8c8e8b9b29f32e65bf94a09c-ssl%22	https://kuon.space/assets/img/Perspective.jpg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/Perspective.jpg	(from https://kuon.space/assets/css/common.css)
23:26:30	11990/11990	---M--	200	added ('OK')	image/png	etag:%2264655539ce0f438ae7d0e7b0ce50aba7-ssl%22	https://kuon.space/ribbons/awwwards_honorable_white_right.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/ribbons/awwwards_honorable_white_right.png	(from https://kuon.space/awwwards.css)
23:26:30	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_green_left.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/ribbons/awwwards_honorable_green_left.3e.delayed	(from https://kuon.space/awwwards.css)
23:26:31	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_green_right.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/ribbons/awwwards_honorable_green_right.3f.delayed	(from https://kuon.space/awwwards.css)
23:26:32	378215/378215	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229948e588ad4ca0db716da1c4d57f900e%22	https://use.fontawesome.com/releases/v5.0.6/webfonts/fa-solid-900.svg	/home/tinsae/My%20Web%20Sites/p11112/use.fontawesome.com/releases/v5.0.6/webfonts/fa-solid-900.svg	(from https://use.fontawesome.com/releases/v5.0.6/css/all.css)
23:26:32	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_black_left@2x.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/ribbons/awwwards_honorable_black_left@2x.40.delayed	(from https://kuon.space/awwwards.css)
23:26:33	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_black_right@2x.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/ribbons/awwwards_honorable_black_right@2x.41.delayed	(from https://kuon.space/awwwards.css)
23:26:34	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_silver_left@2x.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/ribbons/awwwards_honorable_silver_left@2x.42.delayed	(from https://kuon.space/awwwards.css)
23:26:35	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_silver_right@2x.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/ribbons/awwwards_honorable_silver_right@2x.43.delayed	(from https://kuon.space/awwwards.css)
23:26:36	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_white_left@2x.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/ribbons/awwwards_honorable_white_left@2x.44.delayed	(from https://kuon.space/awwwards.css)
23:26:38	22194/22194	---M--	200	added ('OK')	image/png	etag:%22178f27b0a75759a209ee89bbc161a885-ssl%22	https://kuon.space/ribbons/awwwards_honorable_white_right@2x.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/ribbons/awwwards_honorable_white_right@2x.png	(from https://kuon.space/awwwards.css)
23:26:38	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_green_left@2x.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/ribbons/awwwards_honorable_green_left@2x.46.delayed	(from https://kuon.space/awwwards.css)
23:26:39	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_green_right@2x.png	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/ribbons/awwwards_honorable_green_right@2x.47.delayed	(from https://kuon.space/awwwards.css)
23:26:40	2924/2924	---M-Z	200	added ('OK')	image/svg+xml	etag:%22040b2fcaca42aab8b92cd8ba24de09f2-ssl-df%22	https://kuon.space/assets/img/b_cloud01.svg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/b_cloud01.svg	(from https://kuon.space/)
23:26:45	110994/110994	---M--	200	added ('OK')	image/jpeg	etag:%22fd79ecebfc6644a8d587314963f587f6-ssl%22	https://kuon.space/assets/img/portrait.jpg	/home/tinsae/My%20Web%20Sites/p11112/kuon.space/assets/img/portrait.jpg	(from https://kuon.space/about.html)
